Date Published,General Address,Status,Condition,Price Per SQMT,Article ID
2023-10-17,დიდი დიღომი,ძველი აშენებული,მიმდინარე რემონტი,850.0,1
2023-10-17,დიდი დიღომი,ძველი აშენებული,სარემონტო,1071.43,1
2023-10-17,დიდი დიღომი,ძველი აშენებული,ძველი რემონტით,954.02,9
2023-10-17,დიდუბე,ახალი აშენებული,ახალი რემონტით,1261.4299999999998,54
2023-10-17,დიდუბე,ახალი აშენებული,გარემონტებული,1218.75,5
2023-10-17,დიდუბე,ახალი აშენებული,თეთრი კარკასი,1235.915,8
2023-10-17,დიდი დიღომი,ახალი აშენებული,მიმდინარე რემონტი,1297.87,1
2023-10-17,დიდუბე,ახალი აშენებული,მწვანე კარკასი,1215.55,8
2023-10-17,დიდუბე,ახალი აშენებული,ძველი რემონტით,1218.75,1
2023-10-17,დიდუბე,მშენებარე,მწვანე კარკასი,1339.09,1
2023-10-17,დიდუბე,ძველი აშენებული,ახალი რემონტით,1209.645,18
2023-10-17,დიდუბე,ძველი აშენებული,გარემონტებული,1155.17,5
2023-10-17,დიდუბე,ძველი აშენებული,მწვანე კარკასი,1631.88,1
